PHARMACY_ODS_CODE_F_CODE,SiteName,Postcode,Latitude,Longitude,GeocodeMethod,MatchedAddress
FEJ95,KINGS PHARMACY,HA2 9AJ,51.56154,-0.374233,postcode_centroid,
FEK57,PURI PHARMACY,UB10 9DA,51.544753,-0.439959,postcode_centroid,
FEK78,ADDISCOMBE PHARMACY,CR0 6RF,51.382072,-0.069801,postcode_centroid,
FEL84,DP PHARMACY,IG1 1HW,51.556537,0.075763,postcode_centroid,
FEL96,ASHWORTHS PHARMACY,HA4 7AA,51.574802,-0.425553,postcode_centroid,
FEM03,FULHAM PALACE PHARMACY,SW6 6TE,51.476037,-0.215084,postcode_centroid,
FEM28,BRITANNIA PHARMACY,E17 8PX,51.579801,-0.020443,postcode_centroid,
FEM60,TESCO INSTORE PHARMACY,UB2 5LN,51.498369,-0.404345,postcode_centroid,
FEM67,PICKUPS CHEMIST,UB3 3HF,51.510944,-0.413216,postcode_centroid,
FEM83,TESCO INSTORE PHARMACY,SE16 7LL,51.495399,-0.046937,postcode_centroid,
FEN07,HATCH PHARMACY,E4 6LQ,51.619111,0.006286,postcode_centroid,
FEN40,MORRISONS PHARMACY,NW1 8AN,51.543337,-0.149991,postcode_centroid,
FEP40,LINCOLN PHARMACY,E3 4QA,51.5181,-0.024604,postcode_centroid,
FEP64,THE BRIDGE PHARMACY,IG8 8AL,51.606687,0.055448,postcode_centroid,
FEP91,DAY LEWIS PHARMACY,RM13 7PP,51.540718,0.192448,postcode_centroid,
FEQ29,WOOD STREET PHARMACY,E17 3LL,51.588513,-0.003911,postcode_centroid,
FEQ73,SHAN PHARMACY,KT6 6HA,51.389811,-0.298227,postcode_centroid,
FEQ88,YOUR PHARMACY,SW15 3PG,51.438241,-0.24968,postcode_centroid,
FER30,PYRAMID PHARMACY,W3 8SA,51.507392,-0.273777,postcode_centroid,
FER47,ANDRES PHARMACY,HA3 0PS,51.572268,-0.294986,postcode_centroid,
FER55,KEENCARE LTD,SW1W 0LJ,51.496397,-0.147225,postcode_centroid,
FER86,COURTNEY CHEMISTS,NW8 7NG,51.532359,-0.169627,postcode_centroid,
FET01,SUPERDRUG PHARMACY,NW6 4HS,51.538659,-0.193759,postcode_centroid,
FET97,OSBON PHARMACY,SE4 1UY,51.470745,-0.028956,postcode_centroid,
FEV23,GATEWAY CHEMIST,N3 2LN,51.600227,-0.194666,postcode_centroid,
FEV31,WELLCARE PHARMACY,N16 8AD,51.553642,-0.075096,postcode_centroid,
FEV46,BOOTS,E6 2HT,51.536788,0.052283,postcode_centroid,
FEW00,THE HARROW PHARMACY,HA1 2TY,51.586914,-0.332374,postcode_centroid,
FEW08,PHARMICA,EC1M 5PA,51.523112,-0.098786,postcode_centroid,
FEW28,LEA BRIDGE PHARMACY,E17 9DS,51.580564,-0.002353,postcode_centroid,
FEW32,HAMPTON HILL PHARMACY,TW12 1NL,51.4284,-0.354982,postcode_centroid,
FEW46,DAYSTAR PHARMACY,W2 1ED,51.522394,-0.172996,postcode_centroid,
FEW53,SMARTCARE PHARMACY LTD,HA9 8HP,51.561752,-0.283015,postcode_centroid,
FEW57,PRIORY PHARMACY,BR6 0JB,51.382395,0.107208,postcode_centroid,
FEW83,CULLIMORE CHEMIST,HA8 8TB,51.626503,-0.269375,postcode_centroid,
FEX79,NORTH END PHARMACY,W14 9EX,51.489756,-0.206554,postcode_centroid,
FEY00,WOODLANDS PHARMACY,IG1 1PR,51.552594,0.080041,postcode_centroid,
FEY18,SHORE PHARMACY,N20 0BA,51.63021,-0.156631,postcode_centroid,
FF023,ROGER DAVIES PHARMACY,N4 3EF,51.567441,-0.109029,postcode_centroid,
FF072,BISHOPS PHARMACY,N2 0DW,51.585788,-0.18027,postcode_centroid,
FF092,VILLAGE PHARMACY,NW3 4AX,51.549145,-0.171102,postcode_centroid,
FF202,DR EVANS PHARMACY,W11 2JA,51.514901,-0.204918,postcode_centroid,
FF252,SOMERSET GARDENS PHARMACY,N17 8NW,51.60534,-0.073446,postcode_centroid,
FF259,LIFE PHARMACY,W1A 1AB,51.514587,-0.152814,postcode_centroid,
FF283,CATTO CHEMIST,NW10 4NS,51.536066,-0.24629,postcode_centroid,
FF297,BOOTS,RM3 8DX,51.606344,0.218555,postcode_centroid,
FF341,SUPERDRUG PHARMACY,SE27 9DL,51.434664,-0.103554,postcode_centroid,
FF346,WESTCHEM PHARMACY,BR4 0PX,51.376388,-0.014301,postcode_centroid,
FF430,BURNTOAK PHARMACY,HA8 5EP,51.600783,-0.268013,postcode_centroid,
FF475,GREENCHEM PHARMACY,CR0 7RA,51.38888,-0.053,postcode_centroid,
FF488,MS DISPENSING CHEMISTS,E10 7EA,51.571645,-0.022052,postcode_centroid,
FF496,MERAJ PHARMACY,E10 6JP,51.571247,-0.008144,postcode_centroid,
FF506,COOTES PHARMACY,N2 9AS,51.591851,-0.165446,postcode_centroid,
FF592,BOOTS,W11 3QA,51.509145,-0.197809,postcode_centroid,
FF650,ASDA PHARMACY,E6 5JP,51.514893,0.057785,postcode_centroid,
FF672,DAY LEWIS PHARMACY,E16 3AR,51.510717,0.025445,postcode_centroid,
FF694,MYCHEMISTONLINE,E16 1AH,51.505982,0.015796,postcode_centroid,
FF721,HE MATTHEWS PHARMACY,SM5 3JG,51.35492,-0.162532,postcode_centroid,
FF731,STRAWBERRY HILL PHARMACY,TW2 5SQ,51.438941,-0.339827,postcode_centroid,
FF775,OZA CHEMIST,SW6 1AA,51.480062,-0.19658,postcode_centroid,
FF788,BLAKEBERRY LTD,E6 3RL,51.527037,0.05604,postcode_centroid,
FF832,BOOTS,TW9 1HF,51.460552,-0.305401,postcode_centroid,
FF912,KINGS PHARMACY,UB6 9AT,51.518658,-0.354399,postcode_centroid,
FFA12,PYRAMID PHARMACY,SE3 7BT,51.47667,0.021299,postcode_centroid,
FFD49,NETTLES PHARMACY,SW17 7PG,51.435281,-0.160849,postcode_centroid,
FFD60,BOOTS,HA4 6ER,51.571218,-0.425143,postcode_centroid,
FFD81,GREENLIGHT PHARMACY,NW1 2NU,51.526668,-0.138283,postcode_centroid,
FFD91,ZEEFAH PHARMACY,SE25 6DP,51.409559,-0.087093,postcode_centroid,
FFD95,PUSH PHARMACY,E7 9HZ,51.545909,0.022695,postcode_centroid,
FFE07,JUDDS CHEMIST,N1 6BT,51.529567,-0.083739,postcode_centroid,
FFE50,CRYSTAL PHARMACY,HA0 4UZ,51.549714,-0.306762,postcode_centroid,
FFE83,BELLEVUE PHARMACY,SW17 7EG,51.445602,-0.165888,postcode_centroid,
FFE92,BOOTS,N1C 4AP,51.531919,-0.124098,postcode_centroid,
FFF08,WELL,E4 6LQ,51.619111,0.006286,postcode_centroid,
FFF12,DR HARRIS & CO CHEMISTS,SW1A 1HD,51.507039,-0.139516,postcode_centroid,
FFF99,KALHAN LTD,E13 0QA,51.537312,0.025255,postcode_centroid,
FFG07,MANGAL PHARMACY,SE9 6ER,51.454715,0.049463,postcode_centroid,
FFG29,CAREWELL CHEMIST,UB7 9AE,51.504572,-0.457974,postcode_centroid,
FFG50,ORCHARD VILLAGE PHARMACY,RM13 8HT,51.528429,0.169958,postcode_centroid,
FFG86,SABEL CHEMIST LIMITED,NW4 4EB,51.589848,-0.225191,postcode_centroid,
FFH00,HEALTHCHEM (BATTERSEA) LTD,SW11 3AW,51.476437,-0.168641,postcode_centroid,
FFH31,HEALTHWAYS CHEMIST,HA5 5DY,51.576879,-0.370842,postcode_centroid,
FFH75,FITZROVIA PHARMACY,W1W 5BQ,51.52239,-0.143546,postcode_centroid,
FFK01,PHARMACY XPRESS,EN3 5BH,51.657673,-0.047645,postcode_centroid,
FFK27,BOOTS,HA5 3HR,51.594674,-0.383748,postcode_centroid,
FFK37,BOOTS,SM3 8EP,51.368517,-0.224899,postcode_centroid,
FFK71,BEAUTYCHEM CHEMIST,N17 7LH,51.605121,-0.086453,postcode_centroid,
FFK83,CHELTENHAM CHEMIST,SE4 2LA,51.458097,-0.041088,postcode_centroid,
FFL12,THE MOUND PHARMACY,SE9 3AZ,51.430024,0.056975,postcode_centroid,
FFL63,OSBON PHARMACY,DA5 3HP,51.436091,0.125678,postcode_centroid,
FFM28,TESCO INSTORE PHARMACY,N18 3HF,51.610171,-0.047981,postcode_centroid,
FFN37,GREEN CROSS HEALTH LIMITED,SW14 8JN,51.469403,-0.265564,postcode_centroid,
FFN81,BAYSWATER PHARMACY,W2 5DP,51.516567,-0.188075,postcode_centroid,
FFN93,AQUA CHEMIST,N9 8JE,51.628528,-0.052539,postcode_centroid,
FFP11,HEALTHXCHANGE PHARMACY UK LTD,W1W 7LS,51.518351,-0.142298,postcode_centroid,
FFP48,RIGHTCARE PHARMACY LIMITED,NW10 4JG,51.537067,-0.243454,postcode_centroid,
FFQ54,HV THOMAS,NW6 1NB,51.552086,-0.196688,postcode_centroid,
FFQ59,SUPERDRUG PHARMACY,W12 8LR,51.504822,-0.220948,postcode_centroid,
FFQ73,SMARTPHARM LIMITED,NW10 7SU,51.531726,-0.274428,postcode_centroid,
FFQ93,PAVILION PHARMACY,SW9 8DJ,51.461634,-0.116371,postcode_centroid,
FFR30,DOWSETT PHARMACY,N17 9DD,51.594658,-0.067474,postcode_centroid,
FFR85,HAREFIELD PHARMACY,UB9 6BU,51.603537,-0.482522,postcode_centroid,
FFT68,BOOTS,HA3 7AF,51.594987,-0.334749,postcode_centroid,
FFT74,JP PHARMACY,NW1 7JR,51.537491,-0.14198,postcode_centroid,
FFV08,TIMOTHY WHITES PHARMACY,KT9 1EU,51.36835,-0.288017,postcode_centroid,
FFV30,PEARL PHARMACY,SW4 7TR,51.464247,-0.130761,postcode_centroid,
FFV47,YEADING LANE PHARMACY,UB4 9AX,51.528315,-0.398569,postcode_centroid,
FFV68,JUDDS (CHEMISTS) LTD,NW9 9AD,51.58934,-0.2652,postcode_centroid,
FFW39,SCOTTS PHARMACY,BR1 1LF,51.400525,0.017264,postcode_centroid,
FFW67,MORRISONS PHARMACY,N13 4YD,51.61774,-0.109872,postcode_centroid,
FFX11,BOOTS,N1 9LH,51.533057,-0.106475,postcode_centroid,
FFX17,CLOCKHOUSE PHARMACY,RM5 3PH,51.599779,0.163162,postcode_centroid,
FFX34,STEVENS PHARMACY,SE9 2DR,51.43861,0.071376,postcode_centroid,
FFX68,SUDBURY COURT PHARMACY,HA1 3UA,51.565428,-0.321445,postcode_centroid,
FG050,WILLIAMS DISPENSING CHEMIST,RM13 9TR,51.516769,0.196344,postcode_centroid,
FG051,BOOTS,SW3 4UT,51.489084,-0.165455,postcode_centroid,
FG052,MACEY CHEMIST,NW3 2HU,51.554063,-0.155008,postcode_centroid,
FG060,ROSE CHEMIST,N1 1RU,51.545275,-0.103515,postcode_centroid,
FG099,SUPERDRUG PHARMACY,BR3 1AY,51.409597,-0.025446,postcode_centroid,
FG127,ATKINS CHEMIST,N7 8JE,51.550372,-0.108958,postcode_centroid,
FG141,PHARMALITE LIMITED,SW12 0PL,51.444088,-0.145082,postcode_centroid,
FG145,CONEY HALL PHCY,BR4 9JB,51.369357,0.001486,postcode_centroid,
FG161,EVERGREEN PHARMACY,NW1 1DA,51.529378,-0.13278,postcode_centroid,
FG191,SWAN PHARMACY,CR0 1BJ,51.363855,-0.098005,postcode_centroid,
FG274,EDEN PHARMACY,IG3 9UB,51.563489,0.110477,postcode_centroid,
FG324,DOSHI PHARMACY,HA8 5EN,51.601792,-0.269303,postcode_centroid,
FG327,THE OLD MAIDS PHARMACY,E2 6AH,51.526554,-0.065124,postcode_centroid,
FG402,THE OLDE PHARMACY,SW11 3UY,51.466058,-0.18246,postcode_centroid,
FG463,BRITANNIA PHARMACY,IG2 6BN,51.576822,0.083023,postcode_centroid,
FG479,GREENWOODS PHARMACY,N22 6DS,51.596144,-0.109541,postcode_centroid,
FG493,WAGPHARM CHEMIST,E15 3JF,51.533024,0.006869,postcode_centroid,
FG587,DOUGANS CHEMIST,CR0 0QF,51.352169,-0.017963,postcode_centroid,
FG591,SONIGRA PHARMACY,E9 7PX,51.539963,-0.053768,postcode_centroid,
FG643,RAMCO DISPENSING CHEMIST,NW6 1LJ,51.55183,-0.191751,postcode_centroid,
FG680,BOOTS,KT1 1TR,51.411381,-0.304747,postcode_centroid,
FG701,HARRIS CHEMIST,CR2 8JJ,51.351437,-0.039724,postcode_centroid,
FG763,ORPINGTON PHARMACY,BR5 2DD,51.389854,0.106473,postcode_centroid,
FG774,TESCO INSTORE PHARMACY,TW7 5NZ,51.485896,-0.330114,postcode_centroid,
FG861,HEALTHSIDE PHARMACY,W6 7PD,51.49909,-0.222511,postcode_centroid,
FG894,APEX PHARMACY,N1 3AP,51.540897,-0.094742,postcode_centroid,
FGA03,BOOTS,E14 6BT,51.511725,-0.014547,postcode_centroid,
FGA29,MUNRO PHARMACY,E6 1HS,51.53431,0.05308,postcode_centroid,
FGA58,SUPERDRUG PHARMACY,IG1 4NF,51.560035,0.070166,postcode_centroid,
FGA85,DAY LEWIS PHARMACY,RM3 9LB,51.605824,0.226054,postcode_centroid,
FGC54,BOOTS,EC2M 4NR,51.517954,-0.079701,postcode_centroid,
FGC61,PPRX LTD,UB6 7JJ,51.535944,-0.317179,postcode_centroid,
FGD64,BOOTS,RM1 3RL,51.578331,0.184038,postcode_centroid,
FGD90,ASVACARE LTD,RM7 0JR,51.565247,0.175317,postcode_centroid,
FGF31,SUPERDRUG PHARMACY,W5 5JY,51.512523,-0.303141,postcode_centroid,
FGG53,BOOTS,EC2M 2AB,51.518226,-0.083149,postcode_centroid,
FGG61,MONA PHARMACY,CR0 8BJ,51.374942,-0.047111,postcode_centroid,
FGH11,HANNIGAN,RM8 3UU,51.552955,0.124646,postcode_centroid,
FGH29,MASSINGHAM,E2 0QY,51.529503,-0.046126,postcode_centroid,
FGH75,VMS PHARMACY,N9 7ES,51.633454,-0.054004,postcode_centroid,
FGH86,BOWER CHEMIST,E11 4EA,51.565088,0.002884,postcode_centroid,
FGJ27,NORTHOLT PHARMACY,UB5 6WL,51.531515,-0.376239,postcode_centroid,
FGJ82,PYRAMID PHARMACY,SE18 6LQ,51.491652,0.066159,postcode_centroid,
FGJ87,BOOTS,N9 0HW,51.625696,-0.056345,postcode_centroid,
FGK24,NORTHFIELD PHARMACY,W13 9RL,51.504634,-0.319227,postcode_centroid,
FGK55,BOOTS,E17 7JR,51.583368,-0.023478,postcode_centroid,
FGK75,LAND CHEMIST,N16 6TY,51.575011,-0.071943,postcode_centroid,
FGL32,UPPER TULSE HILL CHEMIST,SW2 2SD,51.449118,-0.120427,postcode_centroid,
FGL56,SAFEDALE LTD,N16 0TA,51.561025,-0.08334,postcode_centroid,
FGM91,TESCO INSTORE PHARMACY,SM1 2NB,51.373063,-0.206892,postcode_centroid,
FGP46,MEDICOS PHARMACY,E17 9AP,51.576128,-0.014382,postcode_centroid,
FGP84,JOHN BELL & CROYDON,W1U 2AU,51.51641,-0.149223,postcode_centroid,
FGP94,ASDA PHARMACY,N9 0AL,51.623097,-0.059577,postcode_centroid,
FGQ34,FINE PHARMACY,NW5 4EB,51.54966,-0.151754,postcode_centroid,
FGQ44,BOOTS,EC3V 0HR,51.512066,-0.084791,postcode_centroid,
FGQ57,DAY LEWIS PHARMACY,CR2 0EJ,51.347235,-0.083543,postcode_centroid,
FGR40,VICARAGE PHARMACY,E15 4ES,51.541414,0.01005,postcode_centroid,
FGR47,ASDA PHARMACY,RM9 6SJ,51.530577,0.145621,postcode_centroid,
FGR61,GEEPHARM CHEMISTS,SE10 8PB,51.473194,-0.014767,postcode_centroid,
FGR96,HOBBS PHARMACY,TW4 7NR,51.472989,-0.400853,postcode_centroid,
FGT06,PHARMACY REPUBLIC,E6 3BD,51.531057,0.044197,postcode_centroid,
FGT28,ECLIPSE PHARMACY,E17 9AP,51.576128,-0.014382,postcode_centroid,
FGT46,ANNA PHARMACY,SM5 1JF,51.384601,-0.17376,postcode_centroid,
FGV05,REY PHARMACY,SE9 3SA,51.434706,0.064797,postcode_centroid,
FGV22,LEMON PILL LTD,N7 9DP,51.549411,-0.119685,postcode_centroid,
FGV31,FAIRLIGHT PHARMACY,SW16 5HX,51.411097,-0.140206,postcode_centroid,
FGV40,ANJI'S,E10 7LA,51.570855,-0.02428,postcode_centroid,
FGV60,VITELOW PHARMACY,SW9 0JG,51.480863,-0.113751,postcode_centroid,
FGV95,BROADWAY PHARMACY,N10 3RS,51.590669,-0.143434,postcode_centroid,
FGV99,CRESCENT PHARMACY,RM3 7PB,51.594764,0.212201,postcode_centroid,
FGW08,PHARMACIERGE LIMITED,W1G 8AQ,51.520269,-0.148735,postcode_centroid,
FGW16,GREENCHEM,CR0 8NG,51.369777,-0.030248,postcode_centroid,
FGW26,MEDIBANK PHARMACY,SE5 8TR,51.474042,-0.089566,postcode_centroid,
FGW38,FOUNTAIN PHARMACY,UB2 5AB,51.502212,-0.384241,postcode_centroid,
FGW45,EARLSFIELD PHARMACY,SW18 4SU,51.438784,-0.186565,postcode_centroid,
FGW55,KILBURN PARK PHARMACY,NW6 5HB,51.53263,-0.199347,postcode_centroid,
FGW82,BRITCROWN PHARMACY,RM2 5JR,51.586159,0.200191,postcode_centroid,
FGX20,NORBURY PHARMACY,SW16 4DT,51.402341,-0.118377,postcode_centroid,
FGX25,MEDICO2U,HA9 7NA,51.563973,-0.301515,postcode_centroid,
FGX30,ROYAL DOCKS PHARMACY,E6 5NA,51.509461,0.062959,postcode_centroid,
FGX80,WARREN PHARMACY,DA5 1AD,51.441553,0.1472,postcode_centroid,
FGX86,ECLIPSE PHARMACY,UB10 9PG,51.55128,-0.448635,postcode_centroid,
FH039,BOOTS,CR4 2JS,51.406365,-0.163504,postcode_centroid,
FH066,CROOK LOG PHARMACY,DA6 8DT,51.458057,0.132831,postcode_centroid,
FH087,K MACGREGORS CHEMIST,E17 5NB,51.594107,-0.026824,postcode_centroid,
FH113,MAYORS PHARMACY,IG8 0DY,51.607113,0.032519,postcode_centroid,
FH145,SAVILLE CHEMIST,HA2 7SR,51.585191,-0.362014,postcode_centroid,
FH167,DAY LEWIS PHARMACY,SE25 6EP,51.398521,-0.076412,postcode_centroid,
FH226,MEDIMEX PHARMACY,SE11 4DA,51.48431,-0.110569,postcode_centroid,
FH357,BRIGHT HEALTH PHARMACY,UB6 0HL,51.551209,-0.339017,postcode_centroid,
FH387,CHIMSONS LTD,HA4 9AB,51.5727,-0.412393,postcode_centroid,
FH396,GOLBORNE PHARMACY,W10 5PS,51.521771,-0.208986,postcode_centroid,
FH432,BOOTS,EC1N 2TD,51.518071,-0.108495,postcode_centroid,
FH448,PYRAMID PHARMACY,TW9 3PS,51.47744,-0.286213,postcode_centroid,
FH455,PSM PHARMACY,KT6 7BB,51.382586,-0.287429,postcode_centroid,
FH481,BARRONS CHEMIST,SW17 0RT,51.42495,-0.171361,postcode_centroid,
FH544,BRENT PHARMACY,TW8 8AH,51.483449,-0.308009,postcode_centroid,
FH555,VICTORIA PHARMACY,NW11 9ES,51.577864,-0.207618,postcode_centroid,
FH598,GILL PHARMACY,UB2 4DG,51.501304,-0.382328,postcode_centroid,
FH672,ANDREW BASS PHARMACY,RM8 1BP,51.560863,0.145256,postcode_centroid,
FH689,TANNAS CHEMIST,HA5 4HR,51.607856,-0.374585,postcode_centroid,
FH718,BROADWAY PHARMACY,DA6 7BN,51.457189,0.141931,postcode_centroid,
FH732,CUBITT TOWN PHARMACY,E14 3DN,51.48871,-0.008072,postcode_centroid,
FH734,ZARA PHARMACY,EN3 4DR,51.646955,-0.046617,postcode_centroid,
FH739,KINGSLAND PHARMACY,E8 4AA,51.541525,-0.075939,postcode_centroid,
FH772,OSBON PHARMACY,SE13 7SX,51.467393,-0.022175,postcode_centroid,
FH847,ALLIED PHARMACY,BR6 9LP,51.360794,0.088175,postcode_centroid,
FH855,DAVID LEWIS CHEMIST,RM8 2AQ,51.551418,0.130056,postcode_centroid,
FH899,BOOTS,NW11 0QS,51.583068,-0.199821,postcode_centroid,
FHA87,HAMPDEN SQUARE PHARMACY,N14 5JR,51.63235,-0.143524,postcode_centroid,
FHC25,CROSS ROADS PHARMACY,TW2 5AT,51.439555,-0.361085,postcode_centroid,
FHC56,MEDS & PILLS LTD,TW12 1JT,51.432323,-0.351979,postcode_centroid,
FHC92,BARNEHURST PHARMACY,DA7 6HD,51.465513,0.157856,postcode_centroid,
FHC96,CARE CHEMISTS,NW7 3DA,51.614727,-0.247781,postcode_centroid,
FHC98,WELL,SE9 5PR,51.450145,0.052108,postcode_centroid,
FHD61,ANMOL PHARMACY,UB1 2JW,51.514112,-0.372794,postcode_centroid,
FHD65,APEX PHARMACY,EC1V 9NP,51.525657,-0.090491,postcode_centroid,
FHD94,ALLEN'S PHARMACY,E14 3PQ,51.49821,-0.010899,postcode_centroid,
FHE83,LAWTONS PHARMACY,UB10 0LG,51.533221,-0.453229,postcode_centroid,
FHF01,TEMPLE PHARMACY,SE18 1PP,51.487062,0.09126,postcode_centroid,
FHF74,DAY LEWIS PHARMACY,E1 5NG,51.517458,-0.069243,postcode_centroid,
FHF75,MORRISONS PHARMACY,N22 6BH,51.591217,-0.104563,postcode_centroid,
FHG01,PHARMACY WAREHOUSE,N17 9EJ,51.589644,-0.069346,postcode_centroid,
FHG24,CHEMIST 2 HOME,RM3 8FD,51.598182,0.219803,postcode_centroid,
FHG73,CAPRICORN PHARMACY,EN2 7HW,51.654481,-0.109181,postcode_centroid,
FHH07,JASINS PHARMACY,TW7 6NW,51.473164,-0.337116,postcode_centroid,
FHH08,JUNCTION PHARMACY,SW9 8SA,51.46603,-0.102326,postcode_centroid,
FHH61,LANSBURY CHEMIST,E14 6GG,51.514391,-0.014777,postcode_centroid,
FHH80,SHARMANS PHARMACY,HA7 4AL,51.617085,-0.31233,postcode_centroid,
FHH89,OASIS PHARMACY,SE28 0AQ,51.494366,0.095153,postcode_centroid,
FHJ50,HARBS PHARMACY,W5 4RH,51.497421,-0.305345,postcode_centroid,
FHJ72,JADE PHARMACY (SOUTHALL),UB2 5RB,51.491032,-0.373026,postcode_centroid,
FHK32,JOHN WALKER CHEMISTS,WC1H 9QX,51.526918,-0.124577,postcode_centroid,
FHK46,BABYLON HEALTH,W12 8NR,51.506013,-0.231306,postcode_centroid,
FHK84,JHOOTS PHARMACY,W6 7HY,51.500438,-0.226551,postcode_centroid,
FHK99,PHARMACEUTRA,SE1 1XF,51.503981,-0.091355,postcode_centroid,
FHL06,AUCKLAND ROGERS PHARMACY,SW17 0NB,51.42955,-0.172803,postcode_centroid,
FHL07,TOUCHWOOD PHARMACY,SE26 5SL,51.428403,-0.038417,postcode_centroid,
FHL15,STATION PHARMACY,SE14 6LD,51.476403,-0.031707,postcode_centroid,
FHL23,BATH ROAD PHARMACY,TW3 3BT,51.469123,-0.372783,postcode_centroid,
FHL60,FENCEPIECE PHARMACY,IG6 2LD,51.602318,0.083916,postcode_centroid,
FHM82,SUPERDRUG PHARMACY,SW11 1PW,51.462711,-0.167909,postcode_centroid,
FHN27,SABEL PHARMACY LTD,W4 5TT,51.492975,-0.268171,postcode_centroid,
FHN79,BOOTS,EC4M 9AG,51.513882,-0.095769,postcode_centroid,
FHN86,EALING PHARMACY,W5 1RH,51.525728,-0.314673,postcode_centroid,
FHP04,ASDA PHARMACY,SM1 1LD,51.367993,-0.195324,postcode_centroid,
FHP29,BRITANNIA PHARMACY,E15 3HX,51.535865,0.008003,postcode_centroid,
FHP49,BOOTS,W5 5JY,51.512523,-0.303141,postcode_centroid,
FHR27,OLINS PHARMACY,DA15 9ER,51.445116,0.102438,postcode_centroid,
FHR36,MYDIRECTPHARMACY,IG1 1TY,51.561605,0.082083,postcode_centroid,
FHR66,CHANA CHEMIST,W10 5NE,51.517376,-0.209764,postcode_centroid,
FHT17,OSBON PHARMACY HUB,DA14 5DP,51.415507,0.115173,postcode_centroid,
FHT60,WARWICK PHARMACY,SW1V 1RY,51.491892,-0.140479,postcode_centroid,
FHV01,SUPERDRUG PHARMACY,E13 9AR,51.536501,0.035241,postcode_centroid,
FHV04,THE PHARMACY AT MAYFAIR & CLINIC,W1J 7QB,51.506398,-0.146171,postcode_centroid,
FHV26,BROCKWELL PARK PHARMACY,SE24 9JU,51.453154,-0.100226,postcode_centroid,
FHV67,BOOTS,SW1E 5JH,51.497123,-0.140871,postcode_centroid,
FHW06,PHARMTRACK LIMITED,SE15 4QY,51.467895,-0.072272,postcode_centroid,
FHW08,RONCHETTI PHARMACY,EN3 6GS,51.668588,-0.016966,postcode_centroid,
FHW34,GRAND HEALTH PHARMACY,DA8 3JH,51.472634,0.170101,postcode_centroid,
FHW59,CEDARS PHARMACY,HA2 6ND,51.601438,-0.355407,postcode_centroid,
FHW82,ECLIPSE PYRAMID PHARMACY,E17 7JH,51.584478,-0.021034,postcode_centroid,
FHW98,BEDFORD PARK PHARMACY,W4 1LS,51.495487,-0.255023,postcode_centroid,
FHX73,FRANK WREFORD CHEMISTS,NW10 0AA,51.559122,-0.249255,postcode_centroid,
FHX92,PHARMACY CUBE,E4 8JS,51.613609,-0.016532,postcode_centroid,
FHX93,ORMAY CHEMIST,DA8 3EX,51.473327,0.16279,postcode_centroid,
FHY27,SUPERDRUG PHARMACY,SE17 2AL,51.485746,-0.093744,postcode_centroid,
FHY42,SUPERDRUG PHARMACY,W13 9BP,51.509809,-0.32457,postcode_centroid,
FJ023,HOBBS PHARMACY,SE16 4BN,51.496937,-0.069232,postcode_centroid,
FJ028,PYRAMID PHARMACY,SE20 7EX,51.414657,-0.052653,postcode_centroid,
FJ034,BOOTS,N12 9QR,51.616006,-0.176432,postcode_centroid,
FJ040,FIELDWAY PHARMACY,CR0 9DX,51.355769,-0.020809,postcode_centroid,
FJ110,BOOTS,SW9 8HH,51.461846,-0.114995,postcode_centroid,
FJ119,NORLINGTON LTD,E8 4PH,51.536752,-0.061879,postcode_centroid,
FJ123,RICHMOND PHARMACY,TW9 2LN,51.466603,-0.29232,postcode_centroid,
FJ143,SUPERDRUG PHARMACY,N1 9EW,51.533487,-0.107524,postcode_centroid,
FJ182,VALENCE PHARMACY,RM8 3UL,51.558933,0.13071,postcode_centroid,
FJ185,AINSWORTH HOMEOPATHIC PHARMACY,W1G 8UF,51.518682,-0.150155,postcode_centroid,
FJ196,S & S CHEMISTS,HA9 6PG,51.545833,-0.273057,postcode_centroid,
FJ272,KAMSONS PHARMACY,SM5 2DP,51.373669,-0.168764,postcode_centroid,
FJ287,SINGER PHARMACY,HA8 8JS,51.621599,-0.275239,postcode_centroid,
FJ342,REENA PHARMACY,N15 5NR,51.584346,-0.075316,postcode_centroid,
FJ365,ZAFASH PHARMACY,SW5 0EA,51.489436,-0.189843,postcode_centroid,
FJ395,EICO PHARMACY,NW5 1TR,51.555134,-0.145314,postcode_centroid,
FJ398,BOOTS,NW3 6JP,51.544724,-0.176558,postcode_centroid,
FJ420,THE WELLNESS PHARMACY,SE1 2NJ,51.503877,-0.07512,postcode_centroid,
FJ436,SAFEDALE LTD,E15 1UA,51.552448,0.005877,postcode_centroid,
FJ446,ASDA PHARMACY,SE1 5AG,51.485874,-0.071845,postcode_centroid,
FJ482,BOOTS,NW1 7JY,51.538245,-0.142439,postcode_centroid,
FJ498,BOOTS,W13 0SR,51.510976,-0.320017,postcode_centroid,
FJ506,PARKVIEW PHARMACY,N14 4XA,51.648814,-0.129264,postcode_centroid,
FJ566,GROVE PARK PHARMACY,SE12 0DU,51.432816,0.021047,postcode_centroid,
FJ580,ALI-CHEMIST,UB1 1LW,51.511657,-0.381874,postcode_centroid,
FJ605,CHIGWELL PHARMACY,IG6 2TA,51.605511,0.083903,postcode_centroid,
FJ678,HAMMERSMITH PHARMACY,W6 8JA,51.488551,-0.222518,postcode_centroid,
